job_title,specialization,difficulty,future_career_projection,salary_ph_php,salary_us_usd,salary_uk_gbp,remote_work_viability,detailed_overview,job_guide_link,required_skills,tools_used,learning_roadmap,roadmap_with_study_links,common_interview_questions,related_careers,time_to_master,related_words,resume_project_idea,work_life_balance,suggested_certifications,degree_necessity
ASIC Physical Design Engineer,Hardware,Very High,Critical Scarcity (+20%),Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,Low (On-site required),"Focus on the 'back-end' of chip design, turning logic gates into physical polygons on silicon.",https://www.google.com/search?q=ASIC+Physical+Design+Engineer+career+guide+detailed,"Floorplanning, Placement, Routing, STA, DRC/LVS, TCL","Innovus, IC Compiler II, Calibre, PrimeTime",1. VLSI Fundamentals|2. Logic Synthesis|3. Advanced Floorplanning|4. Clock Tree Synthesis (CTS)|5. Routing & Optimization|6. Static Timing Analysis (STA)|7. Physical Verification (DRC/LVS)|8. Tape-out Procedures,1. VLSI Fundamentals [Study Here](https://www.google.com/search?q=learn+VLSI+Fundamentals+free+course) | 2. Logic Synthesis [Study Here](https://www.google.com/search?q=learn+Logic+Synthesis+free+course) | 3. Advanced Floorplanning [Study Here](https://www.google.com/search?q=learn+Advanced+Floorplanning+free+course) | 4. Clock Tree Synthesis (CTS) [Study Here](https://www.google.com/search?q=learn+Clock+Tree+Synthesis+(CTS)+free+course) | 5. Routing & Optimization [Study Here](https://www.google.com/search?q=learn+Routing+&+Optimization+free+course) | 6. Static Timing Analysis (STA) [Study Here](https://www.google.com/search?q=learn+Static+Timing+Analysis+(STA)+free+course) | 7. Physical Verification (DRC/LVS) [Study Here](https://www.google.com/search?q=learn+Physical+Verification+(DRC/LVS)+free+course) | 8. Tape-out Procedures [Study Here](https://www.google.com/search?q=learn+Tape-out+Procedures+free+course),[NVIDIA] (Computer Architecture): Explain the difference between a blocking and non-blocking assignment in Verilog. When would you use each? | [Apple] (Low-Level Debugging): You have a chip that fails only at high temperatures and specific voltages. Walk me through your debugging process. | [Intel] (Timing Analysis): Explain setup and hold time violations. How do you fix a setup violation without changing the clock frequency?,"VLSI Engineer, Layout Engineer, Hardware Architect",24-36 Months,"asic, creative, design, engineer, engineering, hardware, hardware architect, implementation, layout, layout engineer, physical, technical, visual, vlsi engineer",Design a 4-bit CPU or traffic light controller in Verilog/VHDL.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Digital Marketing Manager,Marketing Tech,Medium,High Demand,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 110k | Mid: 160k | Senior: 200k,Entry: 60k | Mid: 85k | Senior: 110k,High (Remote possible),Overall digital strategy.,https://www.google.com/search?q=Digital+Marketing+Manager+career+guide+detailed,"SEO, SEM, Social, Content, Analytics","SEO, VS Code, Jira",1. Marketing Mix|2. Data Analysis|3. Strategy|4. Tools,1. Marketing Mix [Study Here](https://www.google.com/search?q=learn+Marketing+Mix+free+course) | 2. Data Analysis [Study Here](https://www.google.com/search?q=learn+Data+Analysis+free+course) | 3. Strategy [Study Here](https://www.google.com/search?q=learn+Strategy+free+course) | 4. Tools [Study Here](https://www.google.com/search?q=learn+Tools+free+course),[Amazon] (Leadership Principle - Bias for Action): Tell me about a time you had to make a decision with incomplete information. What was the outcome? | [Google] (Product Strategy): Pick a favorite product. How would you improve it to increase its user base by 10x? | [Meta] (Execution): You are launching a feature but the engineering team is behind schedule. The deadline is fixed. What do you do?,"General Marketing Tech, Digital Marketing Manager II",12-18 Months,"digital, digital marketing manager ii, general marketing tech, leadership, management, marketing, marketing tech",Write a PRD (Product Requirements Doc) for a feature in a popular app.,Medium (Standard 40h),"PMP, PRINCE2, CSM (Scrum Master)",High (Bachelors/Masters often req)
Social Media Manager,Marketing Tech,Low-Medium,High Demand,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 110k | Mid: 160k | Senior: 200k,Entry: 60k | Mid: 85k | Senior: 110k,High (Remote possible),Managing social presence.,https://www.google.com/search?q=Social+Media+Manager+career+guide+detailed,"Content Creation, Scheduling, Community","Content Creation, VS Code, Jira",1. Copywriting|2. Design Basics|3. Analytics|4. Trends,1. Copywriting [Study Here](https://www.google.com/search?q=learn+Copywriting+free+course) | 2. Design Basics [Study Here](https://www.google.com/search?q=learn+Design+Basics+free+course) | 3. Analytics [Study Here](https://www.google.com/search?q=learn+Analytics+free+course) | 4. Trends [Study Here](https://www.google.com/search?q=learn+Trends+free+course),[Amazon] (Leadership Principle - Bias for Action): Tell me about a time you had to make a decision with incomplete information. What was the outcome? | [Google] (Product Strategy): Pick a favorite product. How would you improve it to increase its user base by 10x? | [Meta] (Execution): You are launching a feature but the engineering team is behind schedule. The deadline is fixed. What do you do?,"General Marketing Tech, Social Media Manager II",6-12 Months,"general marketing tech, leadership, management, marketing tech, media, social, social media manager ii",Write a PRD (Product Requirements Doc) for a feature in a popular app.,Medium (Standard 40h),"PMP, PRINCE2, CSM (Scrum Master)",High (Bachelors/Masters often req)
Conversion Rate Optimizer,Marketing Tech,Medium-High,Niche,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Optimizing web conversions.,https://www.google.com/search?q=Conversion+Rate+Optimizer+career+guide+detailed,"A/B Testing, UX, Analytics","A/B Testing, VS Code, Jira",1. Stats|2. UX Principles|3. Testing Tools|4. Psych,1. Stats [Study Here](https://www.google.com/search?q=learn+Stats+free+course) | 2. UX Principles [Study Here](https://www.google.com/search?q=learn+UX+Principles+free+course) | 3. Testing Tools [Study Here](https://www.google.com/search?q=learn+Testing+Tools+free+course) | 4. Psych [Study Here](https://www.google.com/search?q=learn+Psych+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Marketing Tech, Conversion Rate Optimizer II",24-36 Months,"conversion, conversion rate optimizer ii, general marketing tech, marketing tech, optimizer, rate",Build a portfolio project demonstrating A/B Testing.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),Medium
Email Marketing Specialist,Marketing Tech,Medium,Stable,Entry: 420k | Mid: 960k | Senior: 1.8M,Entry: 90k | Mid: 140k | Senior: 190k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Managing email campaigns.,https://www.google.com/search?q=Email+Marketing+Specialist+career+guide+detailed,"HTML/CSS, Mailchimp, Automation","HTML/CSS, VS Code, Jira",1. Copywriting|2. HTML for Email|3. Deliverability|4. Segmentation,1. Copywriting [Study Here](https://www.google.com/search?q=learn+Copywriting+free+course) | 2. HTML for Email [Study Here](https://www.google.com/search?q=learn+HTML+for+Email+free+course) | 3. Deliverability [Study Here](https://www.google.com/search?q=learn+Deliverability+free+course) | 4. Segmentation [Study Here](https://www.google.com/search?q=learn+Segmentation+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Marketing Tech, Email Marketing Specialist II",12-18 Months,"email, email marketing specialist ii, general marketing tech, marketing, marketing tech, specialist",Run a mock social media campaign with A/B testing strategy.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),Medium
Release Manager,DevOps,Medium-High,Stable,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 110k | Mid: 160k | Senior: 200k,Entry: 60k | Mid: 85k | Senior: 110k,High (Remote possible),Managing software releases.,https://www.google.com/search?q=Release+Manager+career+guide+detailed,"Git, Jenkins, Versioning, Coordination","Git, VS Code, Jira",1. Version Control|2. CI/CD|3. Project Mgmt|4. Risk Assessment,1. Version Control [Study Here](https://www.google.com/search?q=learn+Version+Control+free+course) | 2. CI/CD [Study Here](https://www.google.com/search?q=learn+CI/CD+free+course) | 3. Project Mgmt [Study Here](https://www.google.com/search?q=learn+Project+Mgmt+free+course) | 4. Risk Assessment [Study Here](https://www.google.com/search?q=learn+Risk+Assessment+free+course),[Amazon] (Leadership Principle - Bias for Action): Tell me about a time you had to make a decision with incomplete information. What was the outcome? | [Google] (Product Strategy): Pick a favorite product. How would you improve it to increase its user base by 10x? | [Meta] (Execution): You are launching a feature but the engineering team is behind schedule. The deadline is fixed. What do you do?,"General DevOps, Release Manager II",24-36 Months,"devops, general devops, leadership, management, release, release manager ii",Write a PRD (Product Requirements Doc) for a feature in a popular app.,Medium (Standard 40h),"PMP, PRINCE2, CSM (Scrum Master)",High (Bachelors/Masters often req)
Platform Engineer,DevOps,High,High Growth,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Building internal platforms.,https://www.google.com/search?q=Platform+Engineer+career+guide+detailed,"Kubernetes, Terraform, Internal Developer Platforms","Kubernetes, VS Code, Jira",1. Cloud Native|2. IaC|3. K8s|4. Product Thinking,1. Cloud Native [Study Here](https://www.google.com/search?q=learn+Cloud+Native+free+course) | 2. IaC [Study Here](https://www.google.com/search?q=learn+IaC+free+course) | 3. K8s [Study Here](https://www.google.com/search?q=learn+K8s+free+course) | 4. Product Thinking [Study Here](https://www.google.com/search?q=learn+Product+Thinking+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General DevOps, Platform Engineer II",24-36 Months,"devops, engineer, engineering, general devops, platform, platform engineer ii, technical",Build a portfolio project demonstrating Kubernetes.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Cloud Security Engineer,Security,High,Very High Growth,Entry: 420k | Mid: 900k | Senior: 1.7M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Securing cloud environments.,https://www.google.com/search?q=Cloud+Security+Engineer+career+guide+detailed,"AWS Security, IAM, Compliance","AWS Security, VS Code, Jira",1. Cloud Arch|2. Security Frameworks|3. IAM|4. Automation,1. Cloud Arch [Study Here](https://www.google.com/search?q=learn+Cloud+Arch+free+course) | 2. Security Frameworks [Study Here](https://www.google.com/search?q=learn+Security+Frameworks+free+course) | 3. IAM [Study Here](https://www.google.com/search?q=learn+IAM+free+course) | 4. Automation [Study Here](https://www.google.com/search?q=learn+Automation+free+course),"[Amazon AWS] (System Design): Design a highly available, fault-tolerant architecture for a global e-commerce site using AWS services. | [Google] (Linux Internals): What happens in the kernel when you type 'ls' and hit enter in a shell? Walk me through the system calls. | [Netflix] (Incident Response): You receive an alert that the site is down. What are your first 3 steps to triage the issue?","General Security, Cloud Security Engineer II",24-36 Months,"cloud, cloud security engineer ii, engineer, engineering, general security, security, technical",Deploy a containerized app to AWS ECS using Terraform.,Medium (Standard 40h),"AWS Solutions Architect, Azure Fundamentals",High (Bachelors/Masters often req)
Forensic Analyst,Security,High,Niche,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Digital forensics investigation.,https://www.google.com/search?q=Forensic+Analyst+career+guide+detailed,"EnCase, FTK, File Systems, Law","EnCase, VS Code, Jira",1. File Systems|2. Forensic Tools|3. Evidence Handling|4. Legal/Report,1. File Systems [Study Here](https://www.google.com/search?q=learn+File+Systems+free+course) | 2. Forensic Tools [Study Here](https://www.google.com/search?q=learn+Forensic+Tools+free+course) | 3. Evidence Handling [Study Here](https://www.google.com/search?q=learn+Evidence+Handling+free+course) | 4. Legal/Report [Study Here](https://www.google.com/search?q=learn+Legal/Report+free+course),[Facebook/Meta] (Product Sense & SQL): We noticed a 10% drop in user engagement on the News Feed yesterday. How would you investigate the cause? | [Amazon] (Machine Learning Depth): Explain the bias-variance tradeoff. How do you know if your model is overfitting? | [Google] (Statistics): Explain p-value to a non-technical stakeholder. Why does it matter in A/B testing?,"General Security, Forensic Analyst II",24-36 Months,"analysis, analyst, data, forensic, forensic analyst ii, general security, security","Scrape data from a website, clean it, and visualize insights in Tableau/PowerBI.",Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),Medium
IT Auditor,Security/Business,High,Stable,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Auditing IT systems.,https://www.google.com/search?q=IT+Auditor+career+guide+detailed,"CISA, Compliance, Risk Assessment","CISA, VS Code, Jira",1. Auditing Standards|2. Risk Mgmt|3. ITGC|4. Compliance,1. Auditing Standards [Study Here](https://www.google.com/search?q=learn+Auditing+Standards+free+course) | 2. Risk Mgmt [Study Here](https://www.google.com/search?q=learn+Risk+Mgmt+free+course) | 3. ITGC [Study Here](https://www.google.com/search?q=learn+ITGC+free+course) | 4. Compliance [Study Here](https://www.google.com/search?q=learn+Compliance+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Security/Business, IT Auditor II",24-36 Months,"auditor, general security/business, it, it auditor ii, security/business",Build a portfolio project demonstrating CISA.,Medium (Standard 40h),"CISA, CRISC",Medium
Privacy Engineer,Security,High,Emerging,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Engineering for data privacy.,https://www.google.com/search?q=Privacy+Engineer+career+guide+detailed,"GDPR, CCPA, Data Anonymization","GDPR, VS Code, Jira",1. Privacy Laws|2. Data Flows|3. Security|4. Legal,1. Privacy Laws [Study Here](https://www.google.com/search?q=learn+Privacy+Laws+free+course) | 2. Data Flows [Study Here](https://www.google.com/search?q=learn+Data+Flows+free+course) | 3. Security [Study Here](https://www.google.com/search?q=learn+Security+free+course) | 4. Legal [Study Here](https://www.google.com/search?q=learn+Legal+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Security, Privacy Engineer II",24-36 Months,"engineer, engineering, general security, privacy, privacy engineer ii, security, technical",Build a portfolio project demonstrating GDPR.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Solutions Architect,Presales/Tech,High,High Pay,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 110k | Mid: 160k | Senior: 200k,Entry: 60k | Mid: 85k | Senior: 110k,High (Remote possible),Designing solutions for clients.,https://www.google.com/search?q=Solutions+Architect+career+guide+detailed,"System Design, Communication, Sales","System Design, VS Code, Jira",1. Broad Tech Knowledge|2. Sales Skills|3. Presentation|4. Architecture,1. Broad Tech Knowledge [Study Here](https://www.google.com/search?q=learn+Broad+Tech+Knowledge+free+course) | 2. Sales Skills [Study Here](https://www.google.com/search?q=learn+Sales+Skills+free+course) | 3. Presentation [Study Here](https://www.google.com/search?q=learn+Presentation+free+course) | 4. Architecture [Study Here](https://www.google.com/search?q=learn+Architecture+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Presales/Tech, Solutions Architect II",24-36 Months,"architect, general presales/tech, presales/tech, solutions, solutions architect ii",Build a portfolio project demonstrating System Design.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Presales Engineer,Presales/Tech,Medium-High,High Pay,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Technical sales support.,https://www.google.com/search?q=Presales+Engineer+career+guide+detailed,"Demo Skills, product knowledge, RFP","Demo Skills, VS Code, Jira",1. Product Mastery|2. Sales|3. Public Speaking|4. Objection Handling,1. Product Mastery [Study Here](https://www.google.com/search?q=learn+Product+Mastery+free+course) | 2. Sales [Study Here](https://www.google.com/search?q=learn+Sales+free+course) | 3. Public Speaking [Study Here](https://www.google.com/search?q=learn+Public+Speaking+free+course) | 4. Objection Handling [Study Here](https://www.google.com/search?q=learn+Objection+Handling+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Presales/Tech, Presales Engineer II",24-36 Months,"engineer, engineering, general presales/tech, presales, presales engineer ii, presales/tech, technical",Build a portfolio project demonstrating Demo Skills.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Implementation Specialist,Services,Medium,Stable,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Implementing software for clients.,https://www.google.com/search?q=Implementation+Specialist+career+guide+detailed,"Config, Training, Data Migration","Config, VS Code, Jira",1. Product Knowledge|2. SQL/Data|3. Project Mgmt|4. Training,1. Product Knowledge [Study Here](https://www.google.com/search?q=learn+Product+Knowledge+free+course) | 2. SQL/Data [Study Here](https://www.google.com/search?q=learn+SQL/Data+free+course) | 3. Project Mgmt [Study Here](https://www.google.com/search?q=learn+Project+Mgmt+free+course) | 4. Training [Study Here](https://www.google.com/search?q=learn+Training+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Services, Implementation Specialist II",12-18 Months,"general services, implementation, implementation specialist ii, services, specialist",Build a portfolio project demonstrating Config.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),Medium
Customer Success Manager,Business/Tech,Medium,High Demand,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 110k | Mid: 160k | Senior: 200k,Entry: 60k | Mid: 85k | Senior: 110k,High (Remote possible),Ensuring customer value.,https://www.google.com/search?q=Customer+Success+Manager+career+guide+detailed,"Churn Reduction, Relationship, Upsell","Churn Reduction, VS Code, Jira",1. Relationship Mgmt|2. Product Knowledge|3. Data Analysis|4. Empathy,1. Relationship Mgmt [Study Here](https://www.google.com/search?q=learn+Relationship+Mgmt+free+course) | 2. Product Knowledge [Study Here](https://www.google.com/search?q=learn+Product+Knowledge+free+course) | 3. Data Analysis [Study Here](https://www.google.com/search?q=learn+Data+Analysis+free+course) | 4. Empathy [Study Here](https://www.google.com/search?q=learn+Empathy+free+course),[Amazon] (Leadership Principle - Bias for Action): Tell me about a time you had to make a decision with incomplete information. What was the outcome? | [Google] (Product Strategy): Pick a favorite product. How would you improve it to increase its user base by 10x? | [Meta] (Execution): You are launching a feature but the engineering team is behind schedule. The deadline is fixed. What do you do?,"General Business/Tech, Customer Success Manager II",12-18 Months,"business/tech, customer, customer success manager ii, general business/tech, leadership, management, success",Write a PRD (Product Requirements Doc) for a feature in a popular app.,Medium (Standard 40h),"PMP, PRINCE2, CSM (Scrum Master)",High (Bachelors/Masters often req)
Chief Technology Officer,Executive,Very High,Executive,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Technical executive leadership.,https://www.google.com/search?q=Chief+Technology+Officer+career+guide+detailed,"Strategy, Leadership, Budgeting","Strategy, VS Code, Jira",1. Leadership|2. Biz Strategy|3. Finance|4. Tech Vision,1. Leadership [Study Here](https://www.google.com/search?q=learn+Leadership+free+course) | 2. Biz Strategy [Study Here](https://www.google.com/search?q=learn+Biz+Strategy+free+course) | 3. Finance [Study Here](https://www.google.com/search?q=learn+Finance+free+course) | 4. Tech Vision [Study Here](https://www.google.com/search?q=learn+Tech+Vision+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Executive, Chief Technology Officer II",36-48 Months,"chief, chief technology officer ii, executive, general executive, officer, technology",Build a portfolio project demonstrating Strategy.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),Medium
VP of Engineering,Executive,Very High,Executive,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Engineering team leadership.,https://www.google.com/search?q=VP+of+Engineering+career+guide+detailed,"People Management, Hiring, Process","People Management, VS Code, Jira",1. People Mgmt|2. Org Design|3. Recruitment|4. Culture,1. People Mgmt [Study Here](https://www.google.com/search?q=learn+People+Mgmt+free+course) | 2. Org Design [Study Here](https://www.google.com/search?q=learn+Org+Design+free+course) | 3. Recruitment [Study Here](https://www.google.com/search?q=learn+Recruitment+free+course) | 4. Culture [Study Here](https://www.google.com/search?q=learn+Culture+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Executive, VP of Engineering II",36-48 Months,"engineering, executive, general executive, technical, vp, vp of engineering ii",Build a portfolio project demonstrating People Management.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Engineering Manager,Management,High,High Demand,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 110k | Mid: 160k | Senior: 200k,Entry: 60k | Mid: 85k | Senior: 110k,High (Remote possible),Managing engineers.,https://www.google.com/search?q=Engineering+Manager+career+guide+detailed,"1-on-1s, Career Growth, Hiring","1-on-1s, VS Code, Jira",1. Empathy|2. Performance Mgmt|3. Agile|4. Technical Context,1. Empathy [Study Here](https://www.google.com/search?q=learn+Empathy+free+course) | 2. Performance Mgmt [Study Here](https://www.google.com/search?q=learn+Performance+Mgmt+free+course) | 3. Agile [Study Here](https://www.google.com/search?q=learn+Agile+free+course) | 4. Technical Context [Study Here](https://www.google.com/search?q=learn+Technical+Context+free+course),[Amazon] (Leadership Principle - Bias for Action): Tell me about a time you had to make a decision with incomplete information. What was the outcome? | [Google] (Product Strategy): Pick a favorite product. How would you improve it to increase its user base by 10x? | [Meta] (Execution): You are launching a feature but the engineering team is behind schedule. The deadline is fixed. What do you do?,"General Management, Engineering Manager II",24-36 Months,"engineering, engineering manager ii, general management, leadership, management, technical",Write a PRD (Product Requirements Doc) for a feature in a popular app.,Medium (Standard 40h),"PMP, PRINCE2, CSM (Scrum Master)",High (Bachelors/Masters often req)
Tech Lead,Leadership,High,High Demand,Entry: 840k | Mid: 1.4M | Senior: 2.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Technical leadership of a team.,https://www.google.com/search?q=Tech+Lead+career+guide+detailed,"Architecture, Mentoring, Coding","Architecture, VS Code, Jira",1. System Design|2. Mentoring|3. Advanced Coding|4. Conflict Resolution,1. System Design [Study Here](https://www.google.com/search?q=learn+System+Design+free+course) | 2. Mentoring [Study Here](https://www.google.com/search?q=learn+Mentoring+free+course) | 3. Advanced Coding [Study Here](https://www.google.com/search?q=learn+Advanced+Coding+free+course) | 4. Conflict Resolution [Study Here](https://www.google.com/search?q=learn+Conflict+Resolution+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Leadership, Tech Lead II",24-36 Months,"general leadership, leadership, tech, tech lead ii",Build a portfolio project demonstrating Architecture.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),Medium
Staff Engineer,Leadership,Very High,High Pay,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Individual contributor leadership.,https://www.google.com/search?q=Staff+Engineer+career+guide+detailed,"Cross-team impact, Strategy, Influence","Cross-team impact, VS Code, Jira",1. Influence w/o Authority|2. Strategy|3. Architecture|4. Soft Skills,1. Influence w/o Authority [Study Here](https://www.google.com/search?q=learn+Influence+w/o+Authority+free+course) | 2. Strategy [Study Here](https://www.google.com/search?q=learn+Strategy+free+course) | 3. Architecture [Study Here](https://www.google.com/search?q=learn+Architecture+free+course) | 4. Soft Skills [Study Here](https://www.google.com/search?q=learn+Soft+Skills+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Leadership, Staff Engineer II",36-48 Months,"engineer, engineering, general leadership, leadership, staff, staff engineer ii, technical",Build a portfolio project demonstrating Cross-team impact.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
Computer Vision Engineer,Data/AI,Very High,High Growth,Entry: 300k | Mid: 720k | Senior: 1.4M,Entry: 70k | Mid: 110k | Senior: 155k,Entry: 30k | Mid: 55k | Senior: 85k,High (Remote possible),Visual data processing.,https://www.google.com/search?q=Computer+Vision+Engineer+career+guide+detailed,"OpenCV, CNNs, Python, Deep Learning","OpenCV, VS Code, Jira",1. Image Processing|2. Math|3. DL Frameworks|4. Optimization,1. Image Processing [Study Here](https://www.google.com/search?q=learn+Image+Processing+free+course) | 2. Math [Study Here](https://www.google.com/search?q=learn+Math+free+course) | 3. DL Frameworks [Study Here](https://www.google.com/search?q=learn+DL+Frameworks+free+course) | 4. Optimization [Study Here](https://www.google.com/search?q=learn+Optimization+free+course),[Amazon] (Behavioral): Tell me about a challenge you faced in your last role and how you overcame it using the STAR method. | [Google] (Role-Related Knowledge): What is the most complex problem you have solved in this field? Explain your approach. | [Tech Industry Standard] (Soft Skills): Describe a time you had a conflict with a coworker. How did you resolve it?,"General Data/AI, Computer Vision Engineer II",36-48 Months,"computer, computer vision engineer ii, data/ai, engineer, engineering, general data/ai, technical, vision",Build a portfolio project demonstrating OpenCV.,Medium (Standard 40h),Portfolio/GitHub Projects (Certs less critical),High (Bachelors/Masters often req)
